title,pub_date,status,link,category,preview
"How to Dissolve Problems, Breathing for Anxiety, and As I Breathe, I Hope","Mon, 23 Jun 2025 10:28:00 +0000",publish,/blog/how-to-dissolve-problems-breathing-for-anxiety-and-as-i-breathe-i-hope,Breathwork techniques and how-to,"Reading Time: 1 min 55 sec I hope the next 23’ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Breathing for Anxiety “This indicates that respiratory interventions may offer a promising anxiety intervention approach in psychiatric and non-psychiatric samples who do not have access to, "
"How to Get the Most Benefits, Slow Breathing, and Joy is Our Gravity","Mon, 01 Sep 2025 10:28:00 +0000",publish,/blog/how-to-get-the-most-benefits-slow-breathing-and-joy-is-our-gravity,Breathwork techniques and how-to,Reading Time: 1 min 53 sec I hope the next 23’ish breaths are the most nourishing of your day. 4 THOUGHTS 1. How Slow Breathing Helps the Body Thrive “The practices of slow breathing and relaxation benefit the heart and respiratory system in many ways. The baroreceptors become more responsive to cha
"How to Get True Health, Extended-Release Calm, and a New Personality","Mon, 26 Feb 2024 11:28:00 +0000",publish,/blog/how-to-get-true-health-extended-release-calm-a-new-personality,Anxiety and stress,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support my research. Reading Time: 1 min 44 sec I hope the next 26’ish breaths are the most no"
"How to Actually Increase Well-Being, Waves, and the Power of Breathwalk","Mon, 06 Nov 2023 11:28:00 +0000",publish,/blog/how-to-increase-well-being-waves-power-of-breathwalk,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Reading Time: 1 min 23 sec I hope the next 21ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Without Wind, T"
"How to Measure Progress, Cognitive Regulator, and Awareness, Awareness…","Mon, 16 Jun 2025 10:28:00 +0000",publish,/blog/how-to-measure-progress-cognitive-regulator-and-awareness-awareness,Breathwork techniques and how-to,"Reading Time: 2 min 9 sec I hope the next 26’ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Breath as a Central Regulator of Cognition “Collectively, the emerging consensus view from both animal and human neuroimaging studies places the breath, and its role in modulating neuronal rhy"
"How to Not Get Upset, Robust Science, and the Great Synchrony","Mon, 21 Oct 2024 10:28:00 +0000",publish,/blog/how-to-not-get-upset-robust-science-the-great-synchrony,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 42 sec I hope the next 21’ish breaths a"
"How to Signal Calm, Nirvana, and Increasing Your Odds of Happiness","Mon, 17 Nov 2025 11:28:00 +0000",publish,/blog/how-to-signal-calm-nirvana-increasing-your-odds-of-happiness,Breathwork techniques and how-to,"Reading Time: 1 min 45 sec I hope the next 21-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. How to Send Signals of Calm to Your Brain “Most contemplative practices share the commonality of slowed breathing, either intentionally, or as a consequence of the calming practice… changes i"
"How to Solve Complex Problems, Your Path, and Focusing on Joy","Mon, 03 Feb 2025 11:28:00 +0000",publish,/blog/how-to-solve-complex-problems-your-path-focusing-on-joy,Breathwork techniques and how-to,"No Audio this Week If you enjoy listening, you can listen to dozens of past episodes on Spotify , Apple Podcasts , and Audible 😊 Reminder for Coaches: Don’t forget to sign up for the free 5-day email series : Help Real People Get Real Results by Avoiding These 5 Mistakes Enjoy These Posts? Donate to"
"How to Walk Farther, Mind Roots, and Breath &amp; Gratitude","Mon, 30 Sep 2024 10:28:00 +0000",publish,/blog/how-to-walk-farther-mind-roots-and-breath-gratitude,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 41 sec I hope the next 20’ish breaths a"
"How Breathing Improves HRV, Sleep, and “Keep Breathing. That’s the Key”","Mon, 12 Jul 2021 10:25:00 +0000",publish,/blog/hrv-sleep-keep-breathing,Breathwork techniques and how-to,"Listen Instead of Reading Greetings, I realized that last week marked one year of The Breathing 411—and 2.5 years of sending a weekly breathing newsletter. 🤯 Writing this newsletter is my favorite thing in the world to do, so thank you for reading, sharing, and practicing these ideas. Alright, here "
"Hum for Stress, Less Negative Emotions, and Find Your Life Flow","Mon, 29 Dec 2025 11:28:00 +0000",publish,/blog/hum-for-stress-less-negative-emotions-find-your-life-flow,Anxiety and stress,Reading Time: 1 min 37 sec I hope the next 19-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Humming to Reduce the Stress Response “We ask that you stop for a moment and think about the importance of this therapeutic aspect of humming. The bottom line is that humming can reduce your 
"Humming, Making Life 2-3x Better, and Our Unique Self-Regulation Powers","Mon, 22 Dec 2025 11:28:00 +0000",publish,/blog/humming-making-life-2-3x-better-our-unique-self-regulation-powers,Sleep,"Reading Time: 1 min 46 sec I hope the next 21-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Humming’s Marvelous Beneficial Effects “Humming is easy, and it has marvelous beneficial effects, from lowering blood pressure and heart rate to stimulating the release of vital hormones such"
"Humor, How to Live Well, and the First Step Toward Self-Regulation","Mon, 15 Jul 2024 10:28:00 +0000",publish,/blog/humor-how-to-live-well-first-step-toward-self-regulation,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 48 sec I hope the next 27’ish breaths a"
"I Had No Idea, 14% More Endurance, and Breathing to Help Yourself","Mon, 24 Mar 2025 10:28:00 +0000",publish,/blog/i-had-no-idea-14-more-endurance-and-breathing-to-help-yourself,Breathwork techniques and how-to,"Reading Time: 2 min 19 sec I hope the next 28’ish breaths are the most nourishing of your day. 4 THOUGHTS 1. I Had No Idea the Impact “I had no idea the impact a simple, gentle walk would have on my life. The impact comes not only from the actual physical walking but also from the discipline, the pr"
Is This Stuff Really in Textbooks? And A New Nose-Opening Method,"Mon, 26 Oct 2020 10:30:00 +0000",publish,/blog/in-textbooks,Breathwork techniques and how-to,"Hello, and happy Monday. Here are 4 thoughts, 1 quote, and 1 answer for you to consider as we wrap up October. 4 THOUGHTS 1. Is this Stuff Really in Textbooks? Carbon dioxide (CO2) and the Bohr effect have motivated almost all the interest in breathing for health and performance. CO2 is said to loos"
The Breathing 411 - On Becoming Indisfunctionable,"Mon, 05 Oct 2020 10:30:00 +0000",publish,/blog/indisfunctionable,Breathwork techniques and how-to,"Welcome to October and another edition of The Breathing 4.1.1. Below, you’ll find 4 thoughts, 1 quote, and 1 answer (like "" Jeopardy "") related to all things breathing. Enjoy! 4 THOUGHTS 1. Breathing to Gain Traction "" On the left side is distraction, the opposite of traction...the word means the 'd"
"Inner Resources, Better Blood Flow, and How to Focus on a Fuller Life","Mon, 10 Jan 2022 11:25:00 +0000",publish,/blog/inner-blood-flow,Breathwork techniques and how-to,"Get This In Your Inbox Every Monday Email Address Sign Up We respect your privacy. Thank you! 🎧 Listen Instead of Reading 🎧 If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 4 Thoughts 1. Here is the"
"Inspiration, Recharging Our Batteries, and How to Float Through Life","Mon, 13 Jan 2025 11:28:00 +0000",publish,/blog/inspiration-recharging-our-batteries-how-to-float-through-life,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 33 sec I hope the next 19’ish breaths a"
"Intelligent Control of Breathing, Humming, and Stopping to Think","Mon, 17 Feb 2025 11:28:00 +0000",publish,/blog/intelligent-control-of-breathing-humming-stopping-to-think,Breathwork techniques and how-to,"If you enjoy listening, you can listen to dozens of past episodes on Spotify , Apple Podcasts , and Audible 😊 Reminder for Instructors: Don’t forget to sign up for the free 5-day email series : Help More People by Avoiding These 5 Mistakes Holding Back Your Breathing and Mindfulness Coaching Reading"
"Intention, 25 Breath Ideas, and Sincere but Never Serious","Mon, 06 Jan 2025 11:28:00 +0000",publish,/blog/intention-25-breath-ideas-sincere-but-never-serious,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 37 sec I hope the next 20’ish breaths a"
Intravenous Oxygen Delivery and The River of Breath,"Mon, 11 Jan 2021 11:30:00 +0000",publish,/blog/intravenous-oxygen,Breathwork techniques and how-to,"Welcome to another edition of the 411 newsletter. Here are 4 thoughts, 1 quote, and 1 answer for you to consider this week. Enjoy! 4 THOUGHTS 1. Intravenous Oxygen Delivery? "" For example, oral vitamin C is absorbed in the small intestine…but intravenous vitamin C bypasses the gut, achieving blood a"
"Investing, Sleep, and the Most Important Rest in a Day","Mon, 08 Mar 2021 11:30:00 +0000",publish,/blog/investing-sleep-rest,Sleep,"Greetings, Here are four thoughts, one quote, and one answer (like ""Jeopardy!"") to consider this week. Enjoy! 4 THOUGHTS As I have been making my way through Patrick McKeown’s latest book, The Breathing Cure , I’ve been reminded of just how powerful all this breathing stuff is. Patrick has sections "
"Invisible Benefits, Achieving Goals, and How to Improve Problem-Solving","Mon, 15 Dec 2025 11:28:00 +0000",publish,/blog/invisible-benefits-achieving-goals-how-to-improve-problem-solving,Breathwork techniques and how-to,Reading Time: 1 min 47 sec I hope the next 21-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. The Invisible Benefits of Meditation “Often meditation works this way: we measure its value in terms of the suffering that would have happened but didn’t—thanks to the fact that we have a pra
"How to Be Irreplaceable, Coffee or Breath, and the Most Important Study Yet","Mon, 23 Jan 2023 11:28:00 +0000",publish,/blog/irreplaceable-coffee-breathwork,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! 4 Thoug"
"Is Anxiety Overbreathing?, Breath→Body→Mind, and The Walking Diabetic","Mon, 23 Feb 2026 11:28:00 +0000",publish,/blog/is-anxiety-overbreathing-breathbodymind-the-walking-diabetic,Breathwork techniques and how-to,Reading Time: 1 min 47 sec I hope the next 22-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. The Key to Breath-Linked Mind Control “Research where people consciously change their breathing rates has shown that different ways of breathing can encourage particular frequencies to domina
"It's Possible, Movement for Mindfulness, and Breath is Life","Mon, 02 Sep 2024 10:28:00 +0000",publish,/blog/its-possible-movement-for-mindfulness-breath-is-life,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 39 sec I hope the next 20’ish breaths a"
